:START_ID,:END_ID,type:TYPE
Frederick_R._Koch,Charles_Koch,RELATIVE
Frederick_R._Koch,David_Koch,RELATIVE
Frederick_Richard_Simms,Royal_Automobile_Club,KNOWNFOR
Frederick_Richard_Simms,Society_of_Motor_Manufacturers_and_Traders,KNOWNFOR
Frederick_Robert_Buckley,R._J._Buckley,PARENT
Frederick_S._Lyman,David_Belden_Lyman,PARENT
Frederick_Stafford,Marianne_Hold,SPOUSE
Frederick_Taylor_Gates,Cyrus_Gates,RELATION
Frederick_Townsend_Martin,Bradley_Martin,RELATIVE
Frederick_Trump,Fred_Trump,CHILD
Frederick_Trump,John_G._Trump,CHILD
Frederick_Trump,Elizabeth_Christ_Trump,SPOUSE
Frederick_Van_Voorhies_Holman,John_McLoughlin,KNOWNFOR
Frederick_Vanderbilt_Field,Cornelius_Vanderbilt,RELATIVE
Frederick_Vanderbilt_Field,Cyrus_W._Field,RELATIVE
Frederick_W._Galbraith,Franklin_D'Olier,PREDECESSOR
Frederick_Warde,Ernest_C._Warde,CHILD
Frederick_William_Franz,Watch_Tower_Bible_and_Tract_Society_of_Pennsylvania,KNOWNFOR
Frederick_William_Franz,Raymond_Franz,RELATION
Frederick_William_Vanderbilt,William_Henry_Vanderbilt,PARENT
Frederick_William_Vanderbilt,Margaret_Van_Alen_Bruguiére,RELATION
Frederick_William_Vanderbilt,Louise_Vanderbilt,SPOUSE
Frederick_Worlock,Elsie_Ferguson,SPOUSE
Frederick_York_St_Leger,Fydell_Edmund_Garrett,SUCCESSOR
Frederick_Yuengling,Frank_D._Yuengling,CHILD
Frederick_Yuengling,David_Yuengling,PARENT
Frederick_Zollo,Barbara_Broccoli,SPOUSE
Frederik_Beichmann,Johan_Beichmann,CHILD
Frederik_Meijer__Frederik_Meijer__1,Doug_Meijer,CHILD
Frederik_Meijer__Frederik_Meijer__1,Hank_Meijer,CHILD
Frederik_Obermaier,International_Consortium_of_Investigative_Journalists,OCCUPATION
Fredric_March,Florence_Eldridge,SPOUSE
Fredrik_Arentz_Krog,Helge_Krog,CHILD
Fredrik_Arentz_Krog,Gina_Krog,RELATIVE
Fredrik_Arentz_Krog,Cecilie_Thoresen_Krog,SPOUSE
Fredrik_Lange-Nielsen,Mette_Lange-Nielsen,CHILD
Fredrik_Lange-Nielsen,Per_Lillo-Stenberg,RELATIVE
Fredrik_Lundberg,Katarina_Martinson,CHILD
Fredrik_Lundberg,Louise_Lindh,CHILD
Fredrik_Lundberg,Lars_Erik_Lundberg,PARENT
Fredrikke_Waaler,Georg_Waaler,CHILD
Free_Congress_Research_and_Education_Foundation,Paul_Weyrich,FOUNDEDBY
Free_Congress_Research_and_Education_Foundation,Michael_Lind,KEYPERSON
Free_Congress_Research_and_Education_Foundation,Paul_Weyrich,KEYPERSON
Free_Expression_Policy_Project,National_Coalition_Against_Censorship,AFFILIATION
Free_Expression_Policy_Project,Marjorie_Heins,FOUNDEDBY
Free_Funeral_Service_Society,Thukha,FOUNDEDBY
Free_Funeral_Service_Society,Kyaw_Thu,KEYPERSON
Free_Funeral_Service_Society,Thukha,KEYPERSON
Free_Knowledge_Institute,Wouter_Tebbens,KEYPERSON
Free_Lula_movement,Adolfo_Pérez_Esquivel,KEYPERSON
Free_Lula_movement,Danny_Glover,KEYPERSON
Free_Society_of_Teutonia,Friends_of_New_Germany,MERGEDWITH
Free_Software_Foundation,Richard_Stallman,FOUNDEDBY
Free_Software_Foundation_Tamil_Nadu,Free_Software_Movement_of_India,AFFILIATION
Free_Software_Movement_of_Karnataka,Free_Software_Movement_of_India,AFFILIATION
Free_Standards_Group,Open_Source_Development_Labs,MERGEDWITH
Free_Standards_Group,Linux_Foundation,SUCCESSOR
Free_To_Choose_Network,Bob_Chitester,FOUNDEDBY
FreedomWorks,Citizens_for_a_Sound_Economy,PARENTORGANISATION
Freedom_Farm_Cooperative,Fannie_Lou_Hamer,FOUNDEDBY
Freedom_From_Religion_Foundation,Anne_Nicol_Gaylor,FOUNDEDBY
Freedom_Oklahoma,Cimarron_Alliance_Foundation,MERGEDWITH
Freedom_Writers_Foundation,Erin_Gruwell,FOUNDEDBY
Freedom_Writers_Foundation,John_Tu,FOUNDEDBY
Freedom_of_the_Press_Foundation__Freedom_of_the_Press_Foundation__1,Electronic_Frontier_Foundation,AFFILIATION
Freelan_Oscar_Stanley,Francis_Edgar_Stanley,RELATIVE
Freelance_Solidarity_Project,National_Writers_Union,PARENTORGANISATION
Freeland_Foundation,Steven_R._Galster,FOUNDEDBY
Frei_Betto,Dominican_Order,OCCUPATION
Freiderich_August_Bechly__Freiderich_August_Bechly__1,Hephzibah_Dumville_Bechly,SPOUSE
French_Badminton_Federation,Badminton_Europe,AFFILIATION
French_Badminton_Federation,Badminton_World_Federation,AFFILIATION
French_Federation_of_Ice_Sports,European_Gymnastics,AFFILIATION
French_Federation_of_Ice_Sports,International_Gymnastics_Federation,AFFILIATION
French_Red_Cross,Henry_Dunant,FOUNDEDBY
French_Shooting_Federation,International_Olympic_Committee,PARENTORGANISATION
French_Shooting_Federation,International_Paralympic_Committee,PARENTORGANISATION
French_Society_of_Cinematographers,Pierre-William_Glenn,FOUNDEDBY
French_Society_of_Cinematographers,Raoul_Coutard,FOUNDEDBY
French_Union_for_Women's_Suffrage,International_Alliance_of_Women,AFFILIATION
FreshMinistries,Robert_V._Lee,FOUNDEDBY
Freya_Klier,Stephan_Krawczyk,SPOUSE
Freya_von_Moltke,Helmuth_James_von_Moltke,SPOUSE
Frida_Kahlo,Cristina_Kahlo,RELATIVE
Frida_Richard,Fritz_Richard,SPOUSE
Frida_Rubiner,Ludwig_Rubiner,SPOUSE
Frida_Sofía,Alejandra_Guzmán,RELATIVE
Frida_Winnerstrand,Olof_Winnerstrand,SPOUSE
Friday_Night_Magic,Wizards_Play_Network,PARENTORGANISATION
Frideborg_Winblad,David_Emanuel_Wahlberg,RELATIVE
Fridtjof_Nansen,Odd_Nansen,CHILD
Friede_Springer,Axel_Springer,SPOUSE
Friedel_von_Wangenheim,Gustav_von_Wangenheim,PARENT
Friedel_von_Wangenheim,Inge_von_Wangenheim,PARENT
Friedelind_Wagner,Winifred_Wagner,PARENT
Friedelind_Wagner,Wieland_Wagner,RELATION
Friedelind_Wagner,Winifred_Wagner,RELATION
Friederike_Brun,Constantin_Brun,SPOUSE
Friederike_Sophie_Seyler,Abel_Seyler,SPOUSE
Friedrich_Auerbach,Felix_Auerbach,RELATIVE
Friedrich_Benfer,Jenny_Jugo,SPOUSE
Friedrich_Curtius,Helmut_Sandrock,PREDECESSOR
Friedrich_Dahn,Felix_Dahn,CHILD
Friedrich_Dahn,Ludwig_Dahn,CHILD
Friedrich_Dahn,Konstanze_Dahn,SPOUSE
Friedrich_Feher,Magda_Sonja,SPOUSE
Friedrich_Heinrich_Ferdinand_Leopold_von_Forcade_de_Biaix,Friedrich_Wilhelm_Ferdinand_Ernst_Heinrich_von_Forcade_de_Biaix,CHILD
Friedrich_Heinrich_Ferdinand_Leopold_von_Forcade_de_Biaix,Friedrich_Wilhelm_Leopold_Konstantin_Quirin_Freiherr_von_Forcade_de_Biaix,CHILD
Friedrich_Mandl,Hedy_Lamarr,SPOUSE
Friedrich_Oberschelp,Jürgen_Oberschelp,CHILD
Friedrich_Schütter,David_Schütter,RELATIVE
Friedrich_Wehmer,Peasants_Mutual_Aid_Association,PARTY
Friedrich_Weleminsky,Jenny_Weleminsky,SPOUSE
Friedrich_Wilhelm_Ferdinand_Ernst_Heinrich_von_Forcade_de_Biaix,Friedrich_Heinrich_Ferdinand_Leopold_von_Forcade_de_Biaix,PARENT
Friedrich_Wilhelm_Leopold_Konstantin_Quirin_Freiherr_von_Forcade_de_Biaix,Friedrich_Heinrich_Ferdinand_Leopold_von_Forcade_de_Biaix,PARENT
Friedrich_Wilhelm_Murnau_Foundation,F._W._Murnau,NAMEDAFTER
Friedrich_Wilhelm_Quirin_von_Forcade_de_Biaix,Friedrich_Heinrich_Ferdinand_Leopold_von_Forcade_de_Biaix,CHILD
Friedrich_Wilhelm_Quirin_von_Forcade_de_Biaix,Friedrich_Wilhelm_von_Forcade_de_Biaix,CHILD
Friedrich_Wilhelm_von_Forcade_de_Biaix,Friedrich_Wilhelm_Quirin_von_Forcade_de_Biaix,PARENT
Friedrich_Wolf_(writer),Konrad_Wolf,CHILD
Friends_of_Abe,Gary_Sinise,FOUNDEDBY
Friends_of_Bank_Hall,Friends_of_Bank_Hall,AFFILIATION
Friends_of_Bank_Hall,Heritage_Trust_for_the_North_West,PARENTORGANISATION
Friends_of_Lulu__Friends_of_Lulu__1,Heidi_MacDonald,KEYPERSON
Friends_of_New_Germany,Heinz_Spanknöbel,FOUNDEDBY
Friends_of_Science_in_Medicine,Loretta_Marron,KEYPERSON
Friends_of_the_Earth,David_Brower,FOUNDEDBY
Friends_of_the_Earth,Karin_Nansen,KEYPERSON
Friends_of_the_Earth_Europe,Young_Friends_of_the_Earth,RDF-SCHEMA#SEEALSO
Friends_of_the_River,Mark_Dubois,FOUNDEDBY
Friendship_(NGO),Runa_Khan,FOUNDEDBY
Friendship_(NGO),Runa_Khan,KEYPERSON
Frithjof_Fearnley,Randi_Brænne,SPOUSE
Frits_Philips,Anton_Philips,PARENT
Frits_Philips,Philips_(family),RDF-SCHEMA#SEEALSO
Frits_von_der_Lippe,Jens_von_der_Lippe,RELATIVE
Fritz_Cronman,Joachim_Cronman,PARENT
Fritz_Cronman,Joachim_Cronman,RELATIVE
Fritz_Cronman,Joachim_von_Rohr,RELATIVE
Fritz_Dallmann,Peasants_Mutual_Aid_Association,PARTY
Fritz_Feld,Rudi_Feld,RELATIVE
Fritz_Feld,Virginia_Christine,SPOUSE
Fritz_Gurlitt,Louis_Gurlitt,PARENT
Fritz_Hoffmann-La_Roche,Luc_Hoffmann,RELATIVE
Fritz_Kortner,Johanna_Hofer,SPOUSE
Fritz_Lang,Thea_von_Harbou,SPOUSE
Fritz_Lanman,James_Lanman_(musician),RELATIVE
Fritz_Mannheimer,Annette_de_la_Renta,CHILD
Fritz_Mannheimer,Jane_Engelhard,SPOUSE
Fritz_Pleitgen,Frederik_Pleitgen,CHILD
Fritz_Richard,Frida_Richard,SPOUSE
Fritz_Schade,Betty_Schade,SPOUSE
Fritz_Sennheiser,Academy_of_Motion_Picture_Arts_and_Sciences,AWARD
Fritz_Spira,Camilla_Spira,CHILD
Fritz_Spira,Steffie_Spira,CHILD
Fritz_Spira,Lotte_Spira,SPOUSE
Fritz_Weaver,Rochelle_Oliver,SPOUSE
Fritz_Wendhausen,Hanna_Ralph,SPOUSE
Fritz_Zeuner,Peasants_Mutual_Aid_Association,PARTY
Fritz_von_Opel,Wilhelm_von_Opel,PARENT
Fritz_von_Opel,Adam_Opel,RELATIVE
Fritz_von_Opel,Carl_von_Opel,RELATIVE
Fritz_von_Opel,Gunter_Sachs,RELATIVE
Fritzi_Brunette,William_Robert_Daly,SPOUSE
Fritzi_Scheff,John_Fox_Jr.,SPOUSE
Frontline_AIDS,AIDS,AFFILIATION
Frunzik_Mkrtchyan,Albert_Mkrtchyan,RELATIVE
Frédéric_Chevillon,Joseph_Chevillon,PARENT
Frédéric_Prinz_von_Anhalt,Zsa_Zsa_Gabor,SPOUSE
Frédérique_Petrides,The_Bridge_Stage_of_the_Arts,CHILD
Frédérique_Petrides,West_Side_Orchestral_Concerts,SPOUSE
Fu_Lei,Fou_Ts'ong,CHILD
Fuad_El-Hibri,Fuad_El-Hibri,AWARD
Fuganto_Widjaja,Eka_Tjipta_Widjaja,RELATIVE
Fuganto_Widjaja,Oei_Hong_Leong,RELATIVE
Fulgenzio_Manfredi,Order_of_Friars_Minor,OCCUPATION
Fuller_Albright,John_J._Albright,PARENT
Fulton_Mackay,Sheila_Manahan,SPOUSE
Fulvia,Gaius_Scribonius_Curio_(tribune_50_BC),SPOUSE
Fulvia,Mark_Antony,SPOUSE
Fulvia,Publius_Clodius_Pulcher,SPOUSE
Fumiko_Ishioka,Hana_Brady,KNOWNFOR
Fund_for_the_Public_Interest,Environment_America,AFFILIATION
Fund_for_the_Public_Interest,Public_Interest_Research_Group,AFFILIATION
Fundación_Juan_March,Juan_March,FOUNDEDBY
Fundación_Juan_March,Javier_Gomá,KEYPERSON
Fundi_(Billy)_Abernathy,Laini_(Sylvia)_Abernathy,SPOUSE
Funke_Kasali,Institute_of_Chartered_Accountants_of_Nigeria,ALMAMATER
Funke_Kasali,Yomi_Kasali,SPOUSE
Funmilayo_Ransome-Kuti,Olikoye_Ransome-Kuti,CHILD
Funmilayo_Ransome-Kuti,Made_Kuti,RELATIVE
Funmilayo_Ransome-Kuti,Yeni_Kuti,RELATIVE
Funmilayo_Ransome-Kuti,Israel_Oludotun_Ransome-Kuti,SPOUSE
Funso_Aiyejina,Association_of_Nigerian_Authors,AWARD
Fusako_Shigenobu,Mei_Shigenobu,CHILD
Future_(rapper),Ciara,PARTNER
Future_Italy,Luca_Cordero_di_Montezemolo,FOUNDEDBY
Future_Italy,Diego_Della_Valle,KEYPERSON
Fydell_Edmund_Garrett,Frederick_York_St_Leger,SUCCESSOR
Fyodor_Dobronravov,Ivan_Dobronravov,CHILD
Fyodor_Dobronravov,Viktor_Dobronravov,CHILD
Fyodor_Raskolnikov,Larissa_Reissner,SPOUSE
Fábio_Jr.,Cléo_Pires,CHILD
Fábio_Jr.,Glória_Pires,SPOUSE
Fábio_Jr.,Patrícia_de_Sabrit,SPOUSE
Fáilte_Ireland,Fáilte_Ireland,MERGEDWITH
Fátima_Bernardes,William_Bonner_(newscaster),SPOUSE
Fédération_Internationale_de_Medicine_Sportive,International_Olympic_Committee,AFFILIATION
Fédération_Internationale_de_Medicine_Sportive,Global_Association_of_International_Sports_Federations,AFFILIATION
Fédération_Internationale_de_Medicine_Sportive,World_Health_Organization,AFFILIATION
Fédération_Internationale_de_Roller_Sports,International_Olympic_Committee,AFFILIATION
Fédération_Internationale_de_Volleyball,International_Olympic_Committee,AFFILIATION
Fédération_Internationale_de_Volleyball,International_Amateur_Handball_Federation,PREDECESSOR
Fédération_Internationale_de_Volleyball,African_Volleyball_Confederation,SUBSIDIARY
Fédération_Internationale_de_Volleyball,Confederación_Sudamericana_de_Voleibol,SUBSIDIARY
Fédération_Internationale_de_Volleyball,European_Volleyball_Confederation,SUBSIDIARY
Fédération_Internationale_de_Volleyball,"North,_Central_America_and_Caribbean_Volleyball_Confederation",SUBSIDIARY
Fédération_Internationale_de_l'Automobile,International_Olympic_Committee,AFFILIATION
Fédération_Internationale_de_l'Automobile,OECD,AFFILIATION
Fédération_Internationale_de_l'Automobile,United_Nations_Environment_Programme,AFFILIATION
Fédération_Internationale_de_l'Automobile,World_Health_Organization,AFFILIATION
Félix_Bonfils,Marie-Lydie_Cabanis_Bonfils,SPOUSE
Félix_Lévitan,Jacques_Goddet,PREDECESSOR
Félix_Mathé,Antoine_Félix_Mathé,RELATIVE
Félix_Mathé,Henri_Mathé,RELATIVE
G-14,European_Club_Association,SUCCESSOR
G.A.K._Lohani,Fateh_Lohani,RELATIVE
G.A.K._Lohani,Fazle_Lohani,RELATIVE
G.A.K._Lohani,Husna_Banu_Khanam,RELATIVE
G._A._H._Branson,Eve_Branson,RELATIVE
G._A._H._Branson,Vanessa_Branson,RELATIVE
G._B._Samuelson,Sydney_Samuelson,CHILD
G._B._Samuelson,Emma_Samms,RELATIVE
G._B._Samuelson,Peter_Samuelson,RELATIVE
G._D._Yadav,Indian_Institute_of_Chemical_Engineers,AWARD
G._D._Yadav,Institution_of_Engineers_(India),AWARD
G._David_Schine,Junius_Myer_Schine,PARENT
G._David_Schine,Lester_Crown,RELATIVE
G._Muniratnam,Federation_of_Indian_Chambers_of_Commerce_&_Industry,AWARD
G._Muniratnam,Jamnalal_Bajaj,AWARD
G._N._Rangarajan,G._N._R._Kumaravelan,CHILD
G._Narasimhan,N._Murali,CHILD
G._Narasimhan,N._Ram,CHILD
G._Narasimhan,N._Ravi,CHILD
G._P._Sippy__G._P._Sippy__1,Ramesh_Sippy,CHILD
G._P._Sippy__G._P._Sippy__1,Kiran_Juneja,RELATIVE
G._P._Sippy__G._P._Sippy__1,Rohan_Sippy,RELATIVE
G._Pat_Collins,Billie_Rhodes,SPOUSE
G._Ramachandran_(social_reformer),T._S._Soundram,SPOUSE
G._S._Venkataraman,University_Grants_Commission_(India),AWARD
G._Satheesh_Reddy,American_Institute_of_Aeronautics_and_Astronautics,AWARD
G._Satheesh_Reddy,Royal_Aeronautical_Society,AWARD
G._Srinivasan_(producer),G._Venkateswaran,RELATIVE
G._Srinivasan_(producer),Mani_Ratnam,RELATIVE
G._Suresh_Kumar,Keerthy_Suresh,CHILD
G._Suresh_Kumar,Menaka_(actress),SPOUSE
G._V._Prakash_Kumar,Saindhavi,SPOUSE
G._V._Prasad,Kallam_Anji_Reddy,RELATIVE
G._V._Prasad,Kallam_Satish_Reddy,RELATIVE
G._Varalakshmi,K._Raghavendra_Rao,CHILD
G._Varalakshmi,Prakash_Kovelamudi,RELATIVE
G._Varalakshmi,K._S._Prakash_Rao,SPOUSE
G._Venkateswaran,G._Srinivasan_(producer),RELATIVE
G._Venkateswaran,Mani_Ratnam,RELATIVE
G._Venugopal,Radhika_Thilak,RELATIVE
GAA_Handball,Gaelic_Athletic_Association,PARENTORGANISATION
GAVI,Seth_Berkley,KEYPERSON
GLAAD,Sarah_Kate_Ellis,KEYPERSON
GLA_Land_and_Property,London_Development_Agency,PREDECESSOR
GMA_Kapuso_Foundation,Mel_Tiangco,FOUNDEDBY
GMA_Kapuso_Foundation,Felipe_Gozon,KEYPERSON
GMA_Kapuso_Foundation,Mel_Tiangco,KEYPERSON
GNOME_Project,Miguel_de_Icaza,FOUNDEDBY
GRECE,Jean-Claude_Valla,FOUNDEDBY
GRECE,Maurice_Rollet,FOUNDEDBY
Gab_Sorère,Loie_Fuller,PARTNER
Gab_Sorère,Marie-Louise_Damien,PARTNER
Gab_Valenciano,Andi_Manzano,RELATIVE
Gab_Valenciano,Kakie,RELATIVE
Gab_Valenciano,Leo_Martinez,RELATIVE
Gab_Valenciano,Maricel_Laxa,RELATIVE
Gab_Valenciano,Sharon_Cuneta,RELATIVE
Gabby_Barrett,Gabby_Barrett,AWARD
Gabby_Concepcion,KC_Concepcion,CHILD
Gabby_Concepcion,Jenny_Syquia,SPOUSE
Gabby_Concepcion,Sharon_Cuneta,SPOUSE
Gabe_Newell,Academy_of_Interactive_Arts_&_Sciences,AWARD
Gabourey_Sidibe,Dorothy_Pitman_Hughes,RELATIVE
Gabriel_Bateman,Talitha_Bateman,RELATIVE
Gabriel_Byrne,Ellen_Barkin,SPOUSE
Gabriel_Cowan,Geoffrey_Cowan,PARENT
Gabriel_Dessauer,Franz_Lehrndorfer,EDUCATION
Gabriel_Escarrer,Gabriel_Escarrer_Jaume,CHILD
Gabriel_Escarrer_Jaume,Gabriel_Escarrer,PARENT
Gabriel_Heatter,Maida_Heatter,CHILD
Gabriel_Hogan,Inga_Cadranel,SPOUSE
Gabriel_Jeantet,Claude_Jeantet,RELATIVE
Gabriel_Macht,Jacinda_Barrett,SPOUSE
Gabriel_Manigault,Elizabeth_Wragg_Manigault,PARENT
Gabriel_Manigault,Charles_Manigault_Morris,RELATION
Gabriel_Marselis,Gabriel_Marselis_Sr.,PARENT
Gabriel_Marselis,Selius_Marselis,RELATIVE
Gabriel_Marselis_Sr.,Gabriel_Marselis,CHILD
Gabriel_Marselis_Sr.,Selius_Marselis,CHILD
Gabriel_Mead_Tooker,J._Wadsworth_Ritchie,RELATIVE
Gabriel_Pascal,Valerie_Delacorte,SPOUSE
Gabriel_Porras,Sonya_Smith,SPOUSE
Gabriel_Ripstein,Arturo_Ripstein,PARENT
Gabriel_Soto,Irina_Baeva,PARTNER
Gabriel_Soto,Geraldine_Bazán,SPOUSE
Gabriel_Valenzuela,Aylín_Mújica,SPOUSE
Gabriel_Van_Dievoet,Léon_Van_Dievoet,CHILD
Gabriel_Van_Dievoet,Léon_Van_Dievoet,PARENT
Gabriel_Woolf,Felicity_Lott,SPOUSE
Gabriel_Zada,American_College_of_Surgeons,AWARD
Gabriel_de_Broglie,Académie_Française,KNOWNFOR
Gabriela_Alves,Tânia_Alves,PARENT
Gabriela_Tagliavini,American_Film_Institute,ALMAMATER
Gabriele_Kröcher-Tiedemann,Norbert_Kröcher,SPOUSE
Gabrielius_Landsbergis-Žemkalnis,Vytautas_Landsbergis-Žemkalnis,CHILD
Gabriella_Coleman,Anonymous_(hacker_group),KNOWNFOR
Gabriella_Meister,Siegfried_Meister,SPOUSE
Gabriella_Pession,Richard_Flood,SPOUSE
Gabriella_Wilde,Isabella_Calthorpe,RELATIVE
Gabriella_Wilde,Olivia_Llewellyn,RELATIVE
Gabrielle_Anwar,Craig_Sheffer,PARTNER
Gabrielle_Beaumont,Olaf_Pooley,SPOUSE
Gabrielle_Colonna-Romano,Pierre_Alcover,SPOUSE
Gabrielle_Drake,Molly_Drake,RELATIVE
Gabrielle_Keiller,J._Wadsworth_Ritchie,PARENT
Gabrielle_Keiller,Cornelia_Adair,RELATION
Gabrielle_Stone,Christopher_Stone_(actor),PARENT
Gabrielle_Union,Saweetie,RELATIVE
Gabrielė_Martirosian,Miss_Lithuania,KNOWNFOR
Gaby_Dellal,Eric_Fellner,SPOUSE
Gaby_Espino,Jencarlos_Canela,PARTNER
Gaby_Espino,Cristóbal_Lander,SPOUSE
Gad_(son_of_Jacob),Asher,RELATIVE
Gad_(son_of_Jacob),Benjamin,RELATIVE
Gad_(son_of_Jacob),Dan_(son_of_Jacob),RELATIVE
Gad_(son_of_Jacob),Dinah,RELATIVE
Gad_(son_of_Jacob),Issachar,RELATIVE
Gad_(son_of_Jacob),Joseph_(Genesis),RELATIVE
Gad_(son_of_Jacob),Levi,RELATIVE
Gad_(son_of_Jacob),Naphtali,RELATIVE
Gad_(son_of_Jacob),Reuben_(son_of_Jacob),RELATIVE
Gad_(son_of_Jacob),Zebulun,RELATIVE
Gad_Elmaleh,Anne_Brochet,PARTNER
Gad_Elmaleh,Charlotte_Casiraghi,PARTNER
Gad_Elmaleh,Marie_Drucker,PARTNER
Gading_Marten,Anna_Maria_Marten,PARENT
Gading_Marten,Roy_Marten,PARENT
Gading_Marten,Gisella_Anastasia,SPOUSE
Gael_García_Bernal,Darío_Yazbek_Bernal,RELATIVE
Gaelic_Masters_Association,Gaelic_Athletic_Association,PREDECESSOR
Gaetano_Gagliano,Tony_Gagliano,CHILD
Gaia_Servadio,Allegra_Mostyn-Owen,CHILD
Gail_Asper,David_Asper,RELATIVE
Gail_Asper,Leonard_Asper,RELATIVE
Gail_Brown,Hunter_Carson,RELATIVE
Gail_Brown,Karen_Black,RELATIVE
Gail_Furman,Jay_Furman,SPOUSE
Gail_Gregg,A._G._Sulzberger,CHILD
Gail_Gregg,Arthur_Ochs_Sulzberger_Jr.,SPOUSE
Gail_Miller_(businesswoman),Larry_H._Miller,SPOUSE
Gail_O'Grady,Jeffrey_Byron,SPOUSE
Gail_Rebuck,"Philip_Gould,_Baron_Gould_of_Brookwood",SPOUSE
Gail_Russell,Guy_Madison,SPOUSE
Gail_Skoff,Kermit_Lynch,SPOUSE
Gail_Zappa,Diva_Zappa,CHILD
Gail_Zappa,Moon_Zappa,CHILD
Gail_Zappa,Lala_Sloatman,RELATIVE
Gail_Zappa,Frank_Zappa,SPOUSE
Gaius_Claudius_Marcellus_(consul_50_BC)__Gaius_Claudius_Marcellus__1,Marcellus_(nephew_of_Augustus),CHILD
Gaius_Gracchus,Tiberius_Sempronius_Gracchus_(consul_177_BC),PARENT
Gaius_Julius_Caesar_(governor_of_Asia),Julia_Minor_(grandmother_of_Augustus),CHILD
Gaius_Julius_Caesar_(governor_of_Asia),Julius_Caesar,CHILD
Gaius_Julius_Caesar_(governor_of_Asia),Gaius_Marius,RELATIVE
Gaius_Julius_Caesar_(governor_of_Asia),Aurelia_(mother_of_Caesar),SPOUSE
Gaius_Julius_Iullus_(consul_489_BC),Vopiscus_Julius_Iullus,CHILD
Gaius_Livius_Drusus_(consul),Gaius_Livius_Drusus_(jurist),CHILD
Gaius_Livius_Drusus_(consul),Marcus_Livius_Drusus_(consul),CHILD
Gaius_Marius,Julia_(wife_of_Marius),SPOUSE
Gaius_Octavius_(father_of_Augustus),Octavia_the_Elder,CHILD
Gaius_Scribonius_Curio_(tribune_50_BC),Gaius_Scribonius_Curio_(son_of_Fulvia),CHILD
Gaius_Scribonius_Curio_(tribune_50_BC),Fulvia,SPOUSE
Gajala,Faisal_Raza_Khan,SPOUSE
Gajam_Govardhana,UNESCO,AWARD
Galarrwuy_Yunupingu,Mungurrawuy_Yunupingu,PARENT
Galarrwuy_Yunupingu,Djalu_Gurruwiwi,RELATIVE
Galarrwuy_Yunupingu,Mandawuy_Yunupingu,RELATIVE
Gale_Anne_Hurd,Brian_De_Palma,SPOUSE
Gale_Anne_Hurd,James_Cameron,SPOUSE
Gale_Anne_Hurd,Jonathan_Hensleigh,SPOUSE
Gale_Cincotta,People's_Action,KNOWNFOR
Gale_Sondergaard,Herbert_Biberman,SPOUSE
Galen_Weston,Alannah_Weston,CHILD
Galen_Weston,Galen_Weston_Jr.,CHILD
Galen_Weston_Jr.,Galen_Weston,PARENT
Galen_Weston_Jr.,Alannah_Weston,RELATIVE
Galerie_Wim_van_Krimpen,Wim_van_Krimpen,KEYPERSON
Galina_Belyayeva,Emil_Loteanu,SPOUSE
Galina_Jovovich,Milla_Jovovich,CHILD
Galina_Starovoytova,Moscow_Helsinki_Group,KNOWNFOR
Gallery_Swart,Riekje_Swart,KEYPERSON
Galt_MacDermot,Terence_MacDermot,RELATIVE
Galvano_Fiamma,Dominican_Order,OCCUPATION
Galway_Football_Association,Connacht_Football_Association,PARENTORGANISATION
Gamaliel_Bradford_(abolitionist),Gamaliel_Bradford_(biographer),RELATIVE
Gamaliel_Bradford_(abolitionist),Sarah_Bradford_Ripley,RELATIVE
Game_of_Golf_Institute,Derek_V._Smith,FOUNDEDBY
Gamze_Özçelik,Uğur_Pektaş,SPOUSE
Ganesh_Damodar_Savarkar,Vinayak_Damodar_Savarkar,RELATIVE
Ganesh_Venkatraman,Nisha_Ganesh,SPOUSE
Ganeshan_Venkataraman,University_Grants_Commission_(India),AWARD
Ganeshkar,Aarthi_(actress),SPOUSE
Gang_Badoy,Pepe_Diokno_(director),SUCCESSOR
Ganna_Walska,Harold_Fowler_McCormick,SPOUSE
Ganna_Walska,Harry_Grindell_Matthews,SPOUSE
Ganna_Walska,Theos_Casimir_Bernard,SPOUSE
Gannochy_Trust,Arthur_Kinmond_Bell,FOUNDEDBY
Ganpatrao_Jadhav,Pratapsinh_Jadhav,CHILD
Gao_Yuanyuan,Mark_Chao,SPOUSE
Gao_Yunxiang,Dong_Xuan_(actress),SPOUSE
Gao_Zhisheng,Grace_Gao_(activist),CHILD
Gar_Alperovitz,Democracy_Collaborative,OCCUPATION
Gara_Takashima,Banjō_Ginga,SPOUSE
Garcia_Cugat_Foundation,Ramon_Cugat,FOUNDEDBY
Garden_State_Equality,Christian_Fuscarino,KEYPERSON
Gardi_Hutter,Gardi_Hutter,AWARD
Gardiner_Greene_Howland,Samuel_Shaw_Howland,RELATIVE
Gardiner_Greene_Howland,William_Henry_Aspinwall,RELATIVE
Gardner_Cowles_Jr.,Lois_Cowles_Harrison,CHILD
Gardner_Cowles_Jr.,Gardner_Cowles_Sr.,PARENT
Gardner_Cowles_Sr.,Gardner_Cowles_Jr.,CHILD
Gardner_Cowles_Sr.,John_Cowles_Sr.,CHILD
Gareth_Hughes,Motion_Picture_&_Television_Fund,DEATHPLACE
Garette_Ratliff_Henson,Elden_Henson,RELATIVE
Garfield_Morgan,Dilys_Laye,SPOUSE
